date,d_total,d_fw_e,d_fw_w,d_fw_c,d_lw,d_wssc,d_wa,
2039-05-14,592,91,90,21,35.9,191,163,
2039-05-15,581,91,89,21,34.9,189,156,
2039-05-16,592,93,92,22,35,195,155,
2039-05-17,589,93,91,22,35.7,190,158,
2039-05-18,590,91,90,21,35.9,189,162,
2039-05-19,608,94,93,22,36.5,194,168,
2039-05-20,598,93,92,22,36.1,189,166,
2039-05-21,597,93,92,22,36,190,165,
2039-05-22,579,91,89,21,33.8,189,155,
2039-05-23,556,87,86,20,32,184,147,
2039-05-24,535,83,82,19,31.2,172,148,
2039-05-25,540,83,82,19,32.1,172,151,
2039-05-26,556,86,85,20,33.1,177,156,
2039-05-27,557,86,85,20,33.4,177,156,
2039-05-28,554,86,85,20,33.7,176,154,
2039-05-29,582,91,90,21,34.9,186,158,
2039-05-30,588,93,92,22,35.1,191,156,
2039-05-31,591,93,92,22,36,188,160,
2039-06-01,665,103,102,24,43.4,204,189,
2039-06-02,669,106,104,25,43.2,204,188,
2039-06-03,635,99,97,23,41.8,194,181,
2039-06-04,635,99,97,23,41.4,196,179,
2039-06-05,628,100,98,23,40.9,195,170,
2039-06-06,642,104,102,24,41.6,203,167,
2039-06-07,676,108,107,25,44.1,208,183,
2039-06-08,677,105,104,25,44.5,208,191,
2039-06-09,694,109,107,25,44.8,212,196,
2039-06-10,635,97,96,23,41.2,195,184,
2039-06-11,607,95,94,22,39.7,185,171,
2039-06-12,602,96,94,22,39.2,189,162,
2039-06-13,600,96,95,22,37.8,191,158,
2039-06-14,597,93,92,22,38.1,189,163,
2039-06-15,602,90,89,21,38.4,188,175,
2039-06-16,605,92,91,21,38.4,189,173,
2039-06-17,572,87,86,20,36.2,176,166,
2039-06-18,556,88,86,20,35.3,169,157,
2039-06-19,578,89,88,21,35.1,186,159,
2039-06-20,549,83,82,19,32.3,183,150,
2039-06-21,543,87,85,20,35.1,169,147,
2039-06-22,563,89,88,21,37.6,174,155,
2039-06-23,606,95,94,22,39.9,186,168,
2039-06-24,619,96,95,22,41.3,190,175,
2039-06-25,625,98,97,23,41.4,191,175,
2039-06-26,626,101,100,24,41.7,193,167,
2039-06-27,659,106,105,25,42.5,206,174,
2039-06-28,653,103,101,24,41.4,203,180,
2039-06-29,637,95,94,22,40,204,181,
2039-06-30,617,93,92,22,38.8,198,174,
2039-07-01,623,97,96,23,41.6,186,180,
2039-07-02,640,100,99,23,42,192,184,
2039-07-03,682,111,109,26,45.1,201,190,
2039-07-04,698,114,112,27,46.2,211,188,
2039-07-05,734,117,116,27,49.1,220,205,
2039-07-06,743,116,115,27,50.5,221,213,
2039-07-07,737,116,115,27,49.1,218,212,
2039-07-08,713,113,111,26,48,210,205,
2039-07-09,728,116,115,27,48.8,216,206,
2039-07-10,711,113,112,26,46.7,215,197,
2039-07-11,654,103,101,24,43.2,203,180,
2039-07-12,612,96,94,22,41.5,191,167,
2039-07-13,604,94,93,22,41.5,186,168,
2039-07-14,634,100,98,23,42.8,198,173,
2039-07-15,662,104,103,24,44.8,202,183,
2039-07-16,703,111,110,26,46.5,215,194,
2039-07-17,733,117,115,27,48.3,226,200,
2039-07-18,739,119,117,28,48.5,229,198,
2039-07-19,745,118,117,28,49.8,227,206,
2039-07-20,736,114,112,26,48.8,224,211,
2039-07-21,730,115,113,27,47.6,221,208,
2039-07-22,701,113,111,26,47.4,205,198,
2039-07-23,708,117,115,27,48.6,203,197,
2039-07-24,716,117,115,27,47,214,196,
2039-07-25,700,110,109,26,44.4,220,191,
2039-07-26,711,110,108,26,45.7,222,200,
2039-07-27,713,109,107,25,46.5,218,207,
2039-07-28,709,111,109,26,46.1,215,202,
2039-07-29,720,112,111,26,47.6,216,208,
2039-07-30,711,114,112,26,47.6,207,205,
2039-07-31,715,117,115,27,48.3,206,202,
2039-08-01,690,112,111,26,45.4,204,191,
2039-08-02,697,111,110,26,46.1,204,199,
2039-08-03,694,109,107,25,45.6,204,203,
2039-08-04,703,112,110,26,45.7,207,203,
2039-08-05,706,112,110,26,46.2,208,204,
2039-08-06,705,112,111,26,45.8,208,203,
2039-08-07,690,111,110,26,44.7,206,193,
2039-08-08,697,113,112,26,44.8,211,190,
2039-08-09,675,107,105,25,44.2,203,192,
2039-08-10,664,103,102,24,44.1,199,193,
2039-08-11,704,112,110,26,46.1,211,198,
2039-08-12,732,115,113,27,47.4,220,210,
2039-08-13,752,117,115,27,46.8,228,217,
2039-08-14,682,105,104,25,42,211,195,
2039-08-15,637,99,98,23,39.8,198,179,
2039-08-16,658,104,102,24,42.8,201,184,
2039-08-17,697,108,107,25,44.9,209,203,
2039-08-18,726,113,112,26,46.5,218,210,
2039-08-19,718,111,109,26,45.7,216,210,
2039-08-20,658,103,102,24,42.4,196,192,
2039-08-21,634,102,100,24,41.3,188,178,
2039-08-22,607,96,95,22,39,189,166,
2039-08-23,634,99,97,23,40.7,195,179,
2039-08-24,618,93,91,22,39.9,191,181,
2039-08-25,603,94,92,22,38.3,183,174,
2039-08-26,584,91,89,21,37.8,175,169,
2039-08-27,598,92,91,22,37.4,183,173,
2039-08-28,620,96,95,22,38.5,196,172,
2039-08-29,648,102,101,24,39.8,205,177,
2039-08-30,627,96,94,22,39.1,195,180,
2039-08-31,594,90,89,21,37,183,175,
2039-09-01,592,93,91,22,37.8,182,167,
2039-09-02,587,92,90,21,37.3,179,167,
2039-09-03,604,94,93,22,38.2,185,172,
2039-09-04,578,92,90,21,36.5,178,160,
2039-09-05,580,92,90,21,35.5,185,157,
2039-09-06,585,91,90,21,34.8,184,164,
2039-09-07,562,86,85,20,34.2,174,162,
2039-09-08,583,90,89,21,35.7,180,168,
2039-09-09,585,90,89,21,35.7,180,168,
2039-09-10,583,91,90,21,36.2,178,167,
2039-09-11,582,92,90,21,36.8,179,163,
2039-09-12,606,96,94,22,37.8,191,165,
2039-09-13,618,97,96,23,38.5,192,172,
2039-09-14,617,95,94,22,38.8,190,176,
2039-09-15,574,90,88,21,35.7,176,164,
2039-09-16,575,89,87,21,35,179,164,
2039-09-17,582,91,89,21,36,180,166,
2039-09-18,597,93,91,22,37.1,187,167,
2039-09-19,623,98,96,23,38.6,198,169,
2039-09-20,622,96,95,22,37.7,197,174,
2039-09-21,581,88,87,21,35.1,183,168,
2039-09-22,602,93,92,22,36.8,187,172,
2039-09-23,595,92,91,21,37.1,183,170,
2039-09-24,607,94,93,22,38,187,173,
2039-09-25,620,97,96,23,39.4,192,172,
2039-09-26,626,99,97,23,39,196,171,
2039-09-27,631,98,97,23,38.3,198,178,
2039-09-28,604,92,91,21,37.4,185,177,
2039-09-29,589,91,90,21,36.2,182,169,
2039-09-30,582,91,89,21,36.2,179,166,
2039-10-01,491,82,80,0,29.6,165,135,
2039-10-02,477,80,78,0,29.1,160,130,
2039-10-03,482,81,78,0,29.3,162,132,
2039-10-04,495,83,82,0,30.2,169,131,
2039-10-05,497,85,83,0,30.1,172,127,
2039-10-06,515,87,86,0,30.8,176,135,
2039-10-07,513,85,83,0,30.9,173,141,
2039-10-08,505,84,82,0,30.2,169,139,
2039-10-09,515,86,84,0,30.9,173,141,
2039-10-10,534,88,88,0,32,180,146,
2039-10-11,538,90,89,0,32.3,183,143,
2039-10-12,526,89,88,0,31.4,182,136,
2039-10-13,542,91,90,0,32,185,144,
2039-10-14,538,88,87,0,32,182,149,
2039-10-15,544,90,90,0,32.5,183,149,
2039-10-16,544,90,89,0,32.2,182,150,
2039-10-17,561,92,93,0,33.2,189,154,
2039-10-18,549,91,91,0,32.7,187,147,
2039-10-19,549,92,92,0,32,190,144,
2039-10-20,553,91,91,0,32.3,191,147,
2039-10-21,543,88,88,0,32.2,185,150,
2039-10-22,537,88,88,0,32.1,183,146,
2039-10-23,540,89,88,0,32.2,184,147,
2039-10-24,536,88,87,0,31.9,182,147,
2039-10-25,538,89,89,0,32.3,186,143,
2039-10-26,530,89,89,0,31.9,185,134,
2039-10-27,554,92,92,0,32.4,191,147,
2039-10-28,555,90,90,0,32.8,190,151,
2039-10-29,518,85,83,0,30.4,177,143,
2039-10-30,522,86,85,0,30.9,178,143,
2039-10-31,505,83,81,0,30.1,172,139,
2039-11-01,466,76,72,0,26.1,167,125,
2039-11-02,477,79,76,0,26.7,174,123,
2039-11-03,488,78,76,0,26.2,176,131,
2039-11-04,453,72,67,0,24.8,162,127,
2039-11-05,474,77,73,0,26.4,168,130,
2039-11-06,487,78,75,0,26.7,171,136,
2039-11-07,487,77,74,0,26.7,172,136,
2039-11-08,477,78,75,0,27.2,171,126,
2039-11-09,475,79,76,0,26.9,172,121,
2039-11-10,503,82,80,0,27.5,179,136,
2039-11-11,494,78,75,0,27.2,173,140,
2039-11-12,486,78,75,0,26.7,171,136,
2039-11-13,505,80,78,0,27.4,178,141,
2039-11-14,481,78,74,0,26.5,169,134,
2039-11-15,476,77,74,0,26.1,170,129,
2039-11-16,479,78,75,0,25.9,175,125,
2039-11-17,479,78,75,0,26.1,171,128,
2039-11-18,469,75,71,0,25.9,165,132,
2039-11-19,465,75,71,0,25.6,163,130,
2039-11-20,454,73,69,0,25.5,160,126,
2039-11-21,470,75,72,0,26,165,131,
2039-11-22,463,76,73,0,26.5,165,122,
2039-11-23,476,78,75,0,26.1,172,125,
2039-11-24,479,78,75,0,26.2,171,129,
2039-11-25,483,77,73,0,26.7,170,136,
2039-11-26,464,75,71,0,25.9,164,129,
2039-11-27,473,76,72,0,26.1,167,132,
2039-11-28,461,74,70,0,25.6,164,128,
2039-11-29,452,74,70,0,25.8,164,119,
2039-11-30,464,76,73,0,25.4,171,120,
2039-12-01,457,74,70,0,24.1,165,124,
2039-12-02,461,75,71,0,24.3,166,125,
2039-12-03,475,77,73,0,25,171,129,
2039-12-04,477,77,74,0,25.1,172,130,
2039-12-05,468,76,72,0,24.7,169,127,
2039-12-06,453,73,69,0,23.9,163,123,
2039-12-07,447,73,69,0,23.7,161,121,
2039-12-08,457,74,70,0,24.1,165,124,
2039-12-09,468,76,72,0,24.6,168,127,
2039-12-10,487,78,75,0,25.6,175,133,
2039-12-11,483,78,75,0,25.4,174,132,
2039-12-12,481,77,74,0,25.3,173,131,
2039-12-13,477,77,74,0,25.1,171,130,
2039-12-14,465,75,72,0,24.5,167,127,
2039-12-15,477,77,74,0,25.1,172,130,
2039-12-16,485,78,75,0,25.5,174,132,
2039-12-17,464,75,71,0,24.5,167,126,
2039-12-18,492,79,76,0,25.8,177,134,
2039-12-19,491,79,76,0,25.8,177,134,
2039-12-20,501,80,78,0,26.2,180,137,
2039-12-21,501,80,78,0,26.2,180,137,
2039-12-22,520,83,81,0,27.1,187,142,
2039-12-23,523,83,82,0,27.3,188,143,
2039-12-24,504,81,78,0,26.4,181,137,
2039-12-25,494,79,77,0,25.9,178,135,
2039-12-26,497,80,77,0,26,178,135,
2039-12-27,492,79,76,0,25.8,177,134,
2039-12-28,488,79,76,0,25.6,175,133,
2039-12-29,476,77,74,0,25,171,130,
2039-12-30,471,76,73,0,24.8,170,128,
2039-12-31,487,78,75,0,25.6,175,133,
2040-01-01,495,79,76,0,25.5,178,137,
2040-01-02,494,78,75,0,25.4,178,137,
2040-01-03,495,78,76,0,25.5,178,137,
2040-01-04,495,78,76,0,25.5,178,137,
2040-01-05,470,75,71,0,24.3,169,130,
2040-01-06,469,75,71,0,24.2,169,130,
2040-01-07,460,73,69,0,23.8,166,127,
2040-01-08,478,76,73,0,24.6,172,133,
2040-01-09,468,75,71,0,24.1,168,130,
2040-01-10,462,74,70,0,23.9,166,128,
2040-01-11,463,74,70,0,23.9,167,128,
2040-01-12,476,76,72,0,24.6,171,132,
2040-01-13,454,73,69,0,23.5,164,126,
2040-01-14,452,72,68,0,23.4,163,125,
2040-01-15,460,74,70,0,23.8,166,128,
2040-01-16,492,78,75,0,25.3,177,136,
2040-01-17,491,78,75,0,25.3,177,136,
2040-01-18,482,77,73,0,24.9,174,134,
2040-01-19,494,78,75,0,25.4,178,137,
2040-01-20,472,75,72,0,24.4,170,131,
2040-01-21,460,73,70,0,23.8,166,127,
2040-01-22,470,75,71,0,24.3,169,130,
2040-01-23,464,74,70,0,24,167,129,
2040-01-24,464,74,70,0,24,167,129,
2040-01-25,473,75,72,0,24.4,170,131,
2040-01-26,476,76,72,0,24.6,172,132,
2040-01-27,469,75,71,0,24.2,169,130,
2040-01-28,458,73,69,0,23.7,165,127,
2040-01-29,474,75,72,0,24.5,171,131,
2040-01-30,460,73,69,0,23.8,166,127,
2040-01-31,472,75,72,0,24.4,170,131,
2040-02-01,463,73,69,0,24.3,167,130,
2040-02-02,472,74,70,0,24.7,170,132,
2040-02-03,471,74,70,0,24.7,170,132,
2040-02-04,466,73,69,0,24.4,168,130,
2040-02-05,467,73,69,0,24.5,169,131,
2040-02-06,470,74,70,0,24.6,170,132,
2040-02-07,473,74,70,0,24.8,171,132,
2040-02-08,478,75,71,0,25,173,134,
2040-02-09,486,76,73,0,25.4,175,136,
2040-02-10,488,76,73,0,25.5,176,137,
2040-02-11,479,75,72,0,25.1,173,134,
2040-02-12,482,76,72,0,25.2,174,135,
2040-02-13,506,79,76,0,26.4,183,142,
2040-02-14,500,78,75,0,26.1,181,140,
2040-02-15,489,77,73,0,25.5,176,137,
2040-02-16,488,76,73,0,25.5,176,137,
2040-02-17,487,76,73,0,25.5,176,136,
2040-02-18,491,77,74,0,25.7,177,138,
2040-02-19,500,78,75,0,26.1,181,140,
2040-02-20,480,75,72,0,25.1,173,135,
2040-02-21,465,73,69,0,24.4,168,130,
2040-02-22,476,75,71,0,25,172,134,
2040-02-23,489,77,73,0,25.6,177,137,
2040-02-24,460,72,68,0,24.2,167,129,
2040-02-25,481,75,72,0,25.2,174,135,
2040-02-26,480,75,72,0,25.1,174,135,
2040-02-27,473,74,71,0,24.8,171,133,
2040-02-28,478,75,71,0,25,173,134,
2040-03-01,453,73,69,0,23.9,170,119,
2040-03-01,449,73,69,0,24.9,164,119,
2040-03-02,439,70,65,0,24.7,158,122,
2040-03-03,437,70,65,0,24.5,158,120,
2040-03-04,475,75,72,0,26.8,171,130,
2040-03-05,480,76,72,0,26.9,173,131,
2040-03-06,477,75,72,0,25.4,176,128,
2040-03-07,463,74,71,0,24.7,173,120,
2040-03-08,466,76,72,0,26.2,170,122,
2040-03-09,456,72,68,0,25.7,165,126,
2040-03-10,463,73,69,0,25.9,168,127,
2040-03-11,462,74,70,0,26.4,166,126,
2040-03-12,447,71,67,0,25.6,162,121,
2040-03-13,455,73,69,0,25.1,167,121,
2040-03-14,441,71,66,0,22.9,167,114,
2040-03-15,447,70,66,0,23.5,166,121,
2040-03-16,449,71,66,0,24.5,165,124,
2040-03-17,453,72,68,0,24.6,165,124,
2040-03-18,448,71,66,0,24.2,161,125,
2040-03-19,439,70,65,0,24.2,159,120,
2040-03-20,443,71,66,0,23.8,163,119,
2040-03-21,433,70,65,0,23,163,112,
2040-03-22,439,71,67,0,24.9,160,116,
2040-03-23,435,69,64,0,24.3,158,121,
2040-03-24,447,71,66,0,24.9,161,124,
2040-03-25,444,71,67,0,25.3,158,122,
2040-03-26,441,69,64,0,24.2,159,124,
2040-03-27,426,67,61,0,21.8,159,118,
2040-03-28,430,70,65,0,22.5,162,111,
2040-03-29,415,68,63,0,23,152,110,
2040-03-30,429,67,61,0,23.1,157,121,
2040-03-31,446,72,67,0,27.2,160,121,
2040-04-01,431,71,66,0,27.3,152,115,
2040-04-02,443,73,69,0,28.1,156,118,
2040-04-03,457,76,73,0,28.5,162,118,
2040-04-04,455,76,72,0,27.9,164,114,
2040-04-05,459,75,71,0,27.9,165,120,
2040-04-06,444,71,67,0,27.7,158,120,
2040-04-07,454,75,71,0,29.2,160,119,
2040-04-08,461,77,73,0,29.6,159,122,
2040-04-09,481,79,76,0,30.2,167,130,
2040-04-10,470,78,75,0,29.2,165,124,
2040-04-11,470,78,76,0,28.8,168,119,
2040-04-12,486,81,78,0,30.9,170,126,
2040-04-13,472,77,74,0,30.5,165,125,
2040-04-14,481,79,76,0,30.6,167,128,
2040-04-15,476,79,76,0,30.4,164,128,
2040-04-16,459,75,71,0,28.5,161,123,
2040-04-17,450,74,70,0,27.8,159,119,
2040-04-18,451,77,73,0,28.3,161,112,
2040-04-19,453,76,72,0,29,158,118,
2040-04-20,445,72,67,0,27.9,157,121,
2040-04-21,428,69,64,0,26.6,151,117,
2040-04-22,417,69,64,0,26.2,145,113,
2040-04-23,422,70,65,0,27.3,146,112,
2040-04-24,425,70,66,0,26.3,151,111,
2040-04-25,452,75,72,0,27.8,164,113,
2040-04-26,450,76,72,0,29,159,114,
2040-04-27,451,74,70,0,29,157,121,
2040-04-28,462,76,72,0,29.7,161,123,
2040-04-29,465,77,74,0,30,161,124,
2040-04-30,516,87,86,0,34.2,178,132,
2040-05-01,513,87,86,0,32.9,179,128,
2040-05-02,515,89,88,0,33.1,182,123,
2040-05-03,509,88,87,0,33.6,176,125,
2040-05-04,516,87,86,0,33.9,178,132,
2040-05-05,507,85,83,0,32.6,176,130,
2040-05-06,492,81,79,0,31.6,170,130,
2040-05-07,499,84,82,0,32.4,172,129,
2040-05-08,501,85,84,0,32,173,126,
2040-05-09,509,86,85,0,31.3,180,127,
2040-05-10,496,83,81,0,31.1,174,127,
2040-05-11,477,79,76,0,30,166,127,
2040-05-12,484,81,78,0,30.8,167,126,
2040-05-13,483,82,80,0,31.9,165,125,
2040-05-14,507,85,84,0,33.3,174,130,
2040-05-15,498,85,84,0,32.6,172,125,
2040-05-16,515,88,88,0,33.2,180,126,
2040-05-17,511,87,86,0,33.9,175,128,
2040-05-18,513,86,85,0,34.5,175,132,
2040-05-19,502,84,82,0,32.8,173,130,
2040-05-20,501,84,82,0,33,170,132,
2040-05-21,484,81,79,0,31.7,166,125,
2040-05-22,452,77,74,0,29.2,156,116,
2040-05-23,467,81,79,0,30.4,165,111,
2040-05-24,466,80,78,0,31.3,160,116,
2040-05-25,497,83,81,0,32.9,171,129,
2040-05-26,502,85,83,0,33.6,171,129,
2040-05-27,531,89,89,0,35,180,138,
2040-05-28,522,88,87,0,34.9,177,134,
2040-05-29,511,86,85,0,32.6,177,130,
2040-05-30,506,85,84,0,31.3,179,127,
2040-05-31,492,81,78,0,33.8,169,131,
2040-06-01,487,83,81,0,35,160,128,
2040-06-02,526,90,90,0,37.2,174,134,
2040-06-03,559,95,95,0,39.6,184,145,
2040-06-04,565,94,94,0,38.6,188,151,
2040-06-05,560,94,94,0,37.9,190,145,
2040-06-06,613,106,109,0,42.4,207,148,
2040-06-07,601,100,102,0,41.2,202,156,
2040-06-08,570,94,95,0,39.6,189,153,
2040-06-09,573,96,97,0,39.2,192,149,
2040-06-10,560,95,95,0,39.4,185,145,
2040-06-11,606,102,105,0,42.3,201,155,
2040-06-12,597,101,103,0,41.6,201,150,
2040-06-13,587,100,102,0,40.7,200,144,
2040-06-14,588,99,101,0,40.7,198,150,
2040-06-15,540,89,88,0,39,180,144,
2040-06-16,547,94,94,0,39.8,177,143,
2040-06-17,553,94,95,0,40.7,179,144,
2040-06-18,616,105,108,0,43.6,201,159,
2040-06-19,652,111,116,0,45.3,215,164,
2040-06-20,631,108,112,0,43.6,211,156,
2040-06-21,634,106,109,0,42.8,211,165,
2040-06-22,593,95,96,0,39.4,199,163,
2040-06-23,548,90,89,0,37.1,183,149,
2040-06-24,533,90,90,0,38.3,173,141,
2040-06-25,551,92,92,0,37.8,183,145,
2040-06-26,563,93,94,0,37.5,193,146,
2040-06-27,554,96,98,0,38.1,187,135,
2040-06-28,586,100,102,0,41.1,194,148,
2040-06-29,620,103,106,0,43.1,203,165,
2040-06-30,661,112,116,0,46.4,212,174,
2040-07-01,650,106,110,0,45,211,178,
2040-07-02,604,102,105,0,43.8,190,163,
2040-07-03,585,100,102,0,42.3,190,151,
2040-07-04,586,102,105,0,42,191,145,
2040-07-05,629,107,110,0,44.1,207,160,
2040-07-06,596,98,100,0,41.8,194,162,
2040-07-07,627,108,112,0,45.2,198,164,
2040-07-08,633,106,109,0,44.1,204,170,
2040-07-09,590,96,97,0,40.3,193,164,
2040-07-10,565,98,100,0,41.1,182,144,
2040-07-11,574,99,101,0,41.2,192,141,
2040-07-12,617,105,108,0,44.5,199,160,
2040-07-13,641,106,109,0,45,209,171,
2040-07-14,638,104,107,0,42.3,209,175,
2040-07-15,629,103,106,0,43.4,204,173,
2040-07-16,633,107,110,0,43.9,203,169,
2040-07-17,641,108,112,0,43.5,210,167,
2040-07-18,635,110,114,0,44.2,207,159,
2040-07-19,659,113,117,0,46.5,214,170,
2040-07-20,654,109,112,0,45.8,211,176,
2040-07-21,645,110,114,0,46,206,170,
2040-07-22,651,109,113,0,45.1,209,175,
2040-07-23,621,102,105,0,43.3,201,169,
2040-07-24,590,102,104,0,43.4,189,151,
2040-07-25,627,110,114,0,45,206,152,
2040-07-26,673,115,120,0,47.5,217,173,
2040-07-27,684,115,120,0,49.2,218,181,
2040-07-28,707,119,125,0,49.4,226,187,
2040-07-29,703,117,122,0,49.4,226,189,
2040-07-30,697,117,123,0,48.8,222,186,
2040-07-31,652,110,115,0,44.9,210,172,
2040-08-01,644,110,114,0,44.6,212,163,
2040-08-02,692,118,124,0,48.2,225,177,
2040-08-03,689,113,117,0,46.7,225,187,
2040-08-04,702,117,122,0,46.8,226,191,
2040-08-05,704,118,123,0,48,225,189,
2040-08-06,719,120,127,0,48.6,231,192,
2040-08-07,711,119,125,0,46.7,233,188,
2040-08-08,662,111,115,0,44,220,172,
2040-08-09,659,111,115,0,44.5,214,175,
2040-08-10,622,100,102,0,40.7,206,175,
2040-08-11,572,92,92,0,36.9,188,163,
2040-08-12,569,96,97,0,39.5,182,154,
2040-08-13,579,96,97,0,38.2,192,156,
2040-08-14,575,94,95,0,37.7,194,155,
2040-08-15,595,102,105,0,39.9,199,149,
2040-08-16,625,107,111,0,43.5,203,161,
2040-08-17,649,107,111,0,43.7,210,178,
2040-08-18,626,102,105,0,42.3,204,173,
2040-08-19,578,95,96,0,39.8,187,160,
2040-08-20,558,90,90,0,36.4,186,155,
2040-08-21,527,87,85,0,33,180,143,
2040-08-22,508,86,85,0,32.9,176,128,
2040-08-23,545,94,95,0,37.3,179,139,
2040-08-24,605,101,104,0,41.6,199,160,
2040-08-25,628,102,104,0,40.3,208,174,
2040-08-26,579,93,93,0,38.5,191,163,
2040-08-27,603,99,101,0,40.4,197,165,
2040-08-28,602,102,104,0,41.4,197,158,
2040-08-29,611,105,108,0,42.2,200,155,
2040-08-30,624,106,109,0,43.9,202,163,
2040-08-31,606,100,102,0,40.5,200,162,
2040-09-01,614,102,104,0,40.6,202,165,
2040-09-02,608,101,103,0,40.2,200,164,
2040-09-03,598,100,101,0,39.7,197,161,
2040-09-04,611,103,105,0,40.9,204,159,
2040-09-05,602,102,105,0,40.2,202,152,
2040-09-06,611,102,105,0,40.1,203,161,
2040-09-07,587,98,99,0,39.6,193,158,
2040-09-08,592,99,101,0,39.9,194,158,
2040-09-09,592,99,101,0,39.8,193,159,
2040-09-10,595,100,102,0,39.9,194,160,
2040-09-11,579,98,100,0,39.4,190,151,
2040-09-12,572,98,100,0,38.6,190,145,
2040-09-13,584,99,101,0,39,193,152,
2040-09-14,578,97,98,0,39,189,156,
2040-09-15,585,98,99,0,39.1,191,158,
2040-09-16,573,96,97,0,38.6,187,154,
2040-09-17,555,94,94,0,37.7,180,149,
2040-09-18,544,93,93,0,37.3,179,142,
2040-09-19,562,96,97,0,38,189,142,
2040-09-20,570,98,99,0,38.8,189,146,
2040-09-21,563,94,94,0,37.5,185,153,
2040-09-22,550,92,92,0,36.3,181,149,
2040-09-23,546,92,92,0,36.4,179,148,
2040-09-24,525,87,86,0,34.7,174,143,
2040-09-25,525,89,88,0,35.7,176,136,
2040-09-26,516,90,89,0,35.4,174,128,
2040-09-27,529,90,89,0,35.7,177,138,
2040-09-28,525,88,88,0,36.6,174,139,
2040-09-29,544,92,92,0,37.5,179,144,
2040-09-30,494,82,80,0,29.9,167,135,
